product_id,ventas_totales,clientes_unicos,code,desc,cls,avg_semanal
3736,4.0,1,1494ULM31,1494U  100A Multi-port Lugs,D,0.2
411625,4.0,2,M6C-2000-595-YL,ALTA,C,0.2
411786,4.0,2,M7-171-593,"Etiquetas de panel realzado para impresoras M7 - 0.49"" x 1.06"", blanco",C,0.2
11852,4.0,1,700HC24A2434,24V 50/60Hz GP Ice Cube Relay,D,0.2
11122,4.0,1,592BOV16,NEMA Overload Relay,D,0.2
11101,4.0,2,56RFTRM18,56RF RFID Transceiver,C,0.2
3903,4.0,2,150C37NBR,SMC-3 37A Smart Motor Controller,C,0.2
136577,4.0,2,1585JM4HBJM3,RJ45 Ethernet Media,C,0.2
136417,4.0,1,1585DM8UGDM15,Gigabit Ethernet Media,D,0.2
136082,4.0,1,156C3P65NCDD,3 Phase SSC 65A 600VAC 5-32 V DC control,D,0.2
8002,4.0,1,284R360P500M05,360 Ohm Dynamic Brake Resistor,D,0.2
11934,4.0,1,700HLT1U2,220-240 V AC/DC GP Terminal Block Relay,D,0.2
11930,4.0,1,700HLT12Z24X,24V DC GP Terminal Block Relay,D,0.2
3720,4.0,1,1494UF30,1494U 30A Fuse Block,D,0.2
3717,4.0,1,1494UD30,1494U 30A Switch and Mechanism,D,0.2
142150,4.0,1,2090CFBM6DFCBAA09,TL-Series 9m Feedback Cable,D,0.2
8103,4.0,3,2CDS253001R0504,"S203-C50, 480VCA, 6kA",C,0.2
8091,4.0,2,2CDS252001R0404,"S202-C40, 480VCA, 6kA",C,0.2
3855,4.0,3,1497HBASX0N,Control Circuit Transformer,C,0.2
404811,4.0,3,20G21ND077JA0NNNNN,   ,C,0.2
403150,4.0,4,T61000PRO/AMER,.,C,0.2
402611,4.0,1,127556,BRADY,D,0.2
402107,4.0,3,ATEMNOF,Hoffman,C,0.2
11844,4.0,2,700HC22Z2434,24V DC GP Ice Cube Relay,C,0.2
11838,4.0,1,700HC14Z244,24V DC GP Ice Cube Relay,D,0.2
11777,4.0,2,700HA32A14,GP Tube Base Relay,C,0.2
7869,4.0,1,2711TB10I1N1,MobileView Tethered Operator Terminal,D,0.2
11978,4.0,1,700HN229,700-HN221-224 Retainer and Eject Lever,D,0.2
12551,4.0,1,8002604406R,PWR SUPPLY - IGCT  ALL VOLTAGE,D,0.2
12611,4.0,1,800BN3W,800B 16 mm Push-Button LED Bulb,D,0.2
12610,4.0,1,800BN3R,800B 16 mm Push-Button LED Bulb,D,0.2
12602,4.0,1,800BFPC,16mm 800B Push Button Momentary Rect,D,0.2
12587,4.0,1,800BALC7,800B 16 mm Push-Button White Lens Cap,D,0.2
10749,4.0,3,5094AENTR,5094 ETHERNET/IP RJ45 ADAPTER,D,0.2
10726,4.0,1,5069RTB5SCREW,Compact 5000 5 Screw RTB,D,0.2
3916,4.0,1,150C9NBR,SMC-3 9A Smart Motor Controller,D,0.2
8749,4.0,1,4041033151,NEMA Contactor Parts,D,0.2
142647,4.0,1,2090CSBM1DF18AA20,Kinetix Cable Single DSL 2090-Series,D,0.2
413728,4.0,3,M211,Alta,C,0.2
11867,4.0,1,700HF32A24,GP Short Square Base Relay,D,0.2
5436,4.0,2,194ECA63E,194E Load switch,C,0.2
11903,4.0,1,700HK36A24,24V 50/60Hz GP Slim Line Relay,D,0.2
11938,4.0,1,700HLT1Z24EX,24V DC GP Terminal Block Relay,D,0.2
420507,4.0,2,M5C-1500-595-OR-BK,ALTA,C,0.2
420506,4.0,2,M5C-1500-595-GN-WT,ALTA,C,0.2
12556,4.0,1,8002644602R,WASHABLE DOOR FILTER 535X769.5,D,0.2
419141,4.0,2,20G21ND3P4JA0NNNNN,20G21ND3P4JA0NNNNN,C,0.2
419138,4.0,1,140MTCENRY,Alta,D,0.2
12024,4.0,2,700K22ZDJ,IEC Miniature Control Relay,C,0.2
7669,4.0,1,26804,"LAMP: LAMPARA SPOT ""D"": GE CONSUMER & INDUSTRIAL #26804_x000D_
\LPD:FOCO DE 75 WATTS 127 VOLT GE CAT. # 133723",D,0.2
41280,4.0,1,W75,NEMA Overload Relay Heater Element,D,0.2
26792,4.0,4,FO-FLUKE726,Calibrador De Procesos Multifuncion De Presición,C,0.2
26716,4.0,3,FO-FLUKE16302FC,Medidor De Tierra De Gancho Con Conexión Fc,C,0.2
398793,4.0,3,700FSM6UU23,"DIN Rail Mount Timing Relay, 22.5mm",C,0.2
10694,4.0,1,506430,ADAPTADOR USB A CABLE DE RED RJ45 (ETHERNET)  506-430) STEEREN     506430,D,0.2
401628,4.0,4,100E09KN10,"Contactor,IEC,9 A,250-500V 50-60 Hz/250-500V DC,3 NO Poles,1 NO 0 NC",C,0.2
12166,4.0,1,70150600,H-B 24 TGH 29 ZW. HOOD,D,0.2
3606,4.0,3,1492SPM3C400,MCB Supplementary Protector 40 A,C,0.2
416448,4.0,1,300SCOJ9322C,alta,D,0.2
423081,4.0,1,09101344,,D,0.2
3338,4.0,3,1492N1,TERM BLCK Breakaway MTG Rail,C,0.2
12858,4.0,2,800FMLE7,22mm Momentary Push Button 800F PB,C,0.2
12715,4.0,2,800F4PP,22mm Enclosure 800F PB,C,0.2
12786,4.0,2,800FDP3N3,22mm Pilot Light 800F PB,C,0.2
12841,4.0,2,800FMKM21,22mm Selector Switch 800F PB,C,0.2
5555,4.0,1,194LE161753,16 A 194L Load Switch,D,0.2
39627,4.0,4,TLYA230THJ62AN,TL-Series TLY 240V AC Rotary Servo Motor,C,0.2
147473,4.0,3,20G1AND186JA0NNNNN,"POWERFLEX 755 AC DRIVE, WITH EMBEDDED ETHERNET/IP, AIR COOLED, AC INPUT WITH PRECHARGE, NO DC TERMINALS, OPEN TYPE, 186 AMPS, 150HP ND, 125HP HD, 480 VAC, 3 PH, FRAME 6, FILTERED, CM JUMPER INSTALLED,",C,0.2
10721,4.0,2,5069OW4I,Compact 5000 Isolated Relay OutputModule,C,0.2
395206,4.0,1,FEML484000LMIMAFDMDMVOLTGZ1050K80CRI,.,D,0.2
3418,4.0,1,1492RCDA4A40,Residual Current Device 40 A,D,0.2
12710,4.0,3,800F3PM,22mm Enclosure 800F PB,C,0.2
12885,4.0,1,800FMLG3,22mm Momentary Push Button 800F PB,D,0.2
12764,4.0,1,800FC3Z,22mm Pendant Station 800F PB,D,0.2
12718,4.0,2,800F6PM,22mm Enclosure 800F PB,C,0.2
13021,4.0,1,800FNUG,22mm LED Module 800F PB,D,0.2
3202,4.0,1,1492JTC3K,2.5 mm Thermocouple Terminal Block,D,0.2
12935,4.0,2,800FMMP44,22mm Push Pull Operator 800F PB,C,0.2
13103,4.0,1,800FPLF4PN3RX11,22mm Momentary Push Button 800F PB,D,0.2
13101,4.0,1,800FPLF3PN3GX11,22mm Momentary Push Button 800F PB,D,0.2
13095,4.0,1,800FPLE5,22mm Momentary Push Button 800F PB,D,0.2
149195,4.0,1,23,"48M4710174   CINTA DE HULE AUTOFUSIONABLE NO. 23    3/4""",D,0.2
148970,4.0,1,2279339,"Fusible, 315mA/1000V, paquete de una pieza",D,0.2
4013,4.0,1,156C3P20NCB,3 Phase SSC 20A 600VAC AC or DC control,D,0.2
3948,4.0,3,150F84,SMC Flex Protective Module,C,0.2
5332,4.0,2,193ESMI60AT,E300/E200 60 Amp Sensing Module,C,0.2
148387,4.0,1,2198KITCONIOSC,"CONKIT,K5500,I/O,SCREW TRM",D,0.2
5533,4.0,1,194EY3217536N,32 A 194E Load switch,D,0.2
12990,4.0,1,800FMSM22PX20,22mm Selector Switch 800F PB,D,0.2
423970,4.0,2,M4-102-427,13517 CART RBN PMK CONT MGN 8,C,0.2
423911,4.0,3,1931EFDF,,C,0.2
13147,4.0,1,800FPMM43,22mm Momentary Push Button 800F PB,D,0.2
425333,4.0,4,2800S101DSN1S,,C,0.2
425325,4.0,1,M4C-187-342,,D,0.2
425316,4.0,1,M4-209-RO-427,ALTA,D,0.2
424975,4.0,2,843EMIP8BA6,Alta encoder,C,0.2
43184,4.0,2,700DRA,Relay Accessory,C,0.2
127993,4.0,2,140GKEA2B,140G AX Circuit-Breaker Accessory,C,0.2
117351,4.0,1,100SC30EJ04BC,30 A Safety Contactor,D,0.2
117319,4.0,1,100SC23EJ431C,23 A Safety Contactor,D,0.2
39481,4.0,3,TGCDA,CONTADOR DE DESCARGAS,C,0.2
10650,4.0,2,500FDOD930,NEMA Size 3 Open Contactor,C,0.2
10647,4.0,3,500FCOD930,NEMA Size 2 Open Contactor,C,0.2
10556,4.0,2,4983DC12020,20 A  120 V AC Filter - Surge Suppressor,C,0.2
391653,4.0,1,140MTD9TC10,140MTD9TC10,D,0.2
10251,4.0,2,450LAPRON5,450L Plug-in Rx ON/OFF 5 pin,C,0.2
8955,4.0,2,42EFD1RCAKA2,RightSight Photosensor,D,0.2
3013,4.0,3,1492FB1C30D1,1 Pole Fuse Holder,C,0.2
3036,4.0,1,1492GH005,High Density 0.5 A Mcb/Supp. Protector,D,0.2
116596,4.0,1,100C97DJ01,IEC 97 A Contactor,D,0.2
5681,4.0,3,194UA601753,194U 60A Base /DIN Mount Disconnect,C,0.2
5671,4.0,3,194RR7,Disconnect Operating Shaft,C,0.2
10254,4.0,3,450LAPUUN8,450L Plug-in Universal 8 pin,C,0.2
154361,4.0,1,356A30,MULTIPLE LOCKOUT DEVICE,D,0.2
153056,4.0,1,2CDS253001R0377,"S203-K6, 480VCA, 6kA",D,0.2
153042,4.0,1,2CDS251001R0428,"S201-Z10, 480VCA, 6kA",D,0.2
151128,4.0,1,280M35MM1,ArmorConnect M35 Male Receptacle,D,0.2
150770,4.0,1,2711T10MCABLE2,MobileView Accessory,D,0.2
5626,4.0,3,194RHM4NFPA3,194R Internal Operating Handle,C,0.2
43989,4.0,4,440FE1610S10,Profile Guardmaster,C,0.2
43983,4.0,1,1SAM451000R1015,MS165-42 Manual motor starter,D,0.2
13237,4.0,2,800FPX10,22mm Back of Panel Composite 800F PB,C,0.2
3109,4.0,1,1492J3B,2.5 square mm Standard Terminal Block,D,0.2
13451,4.0,1,800HUR13,30mm Potentiometer 800H PB,D,0.2
13445,4.0,1,800HR6D2,30mm Momentary Push Button 800H PB,D,0.2
430449,4.0,1,A6200-NAB-WIFI,Impresora Aplicadora de Etiquetas Envolventes con Wi-Fi y Software,D,0.2
430111,4.0,1,889DR5ACDE15,,D,0.2
13431,4.0,2,800HQRH2G,30mm Pilot Light 800H PB,C,0.2
13605,4.0,1,800T16HR2KB6AX,30mm Selector Switch 800T PB,D,0.2
13572,4.0,1,800PF2CGA,800P Palm-Operated PB,D,0.2
4161,4.0,1,1585JM8TBJM1M8,"1585 ETHERNET CABLES, 8 CONDUCTORS, RJ45, STRAIGHT MALE, STANDARD, RJ45, STRAIGHT MALE, TEAL ROBOTIC TPE, 100BASE-TX, 100 MBIT/S, WELD SPLATTER, SUN LIGHT AND OIL RESISTANT; UL CMG, CMX; CUL CMG; STAN",D,0.2
389293,4.0,1,140MTD9NC10,.,D,0.2
27672,4.0,1,GCTHW10VM,CABLE THW-LS 600V CAL. 10 VERDE MCA. GENERAL CABLE,D,0.2
27660,4.0,1,GCTHW10AZM,CABLE THW-LS 600V CAL. 10 AZUL MCA. GENERAL CABLE,D,0.2
10427,4.0,2,45LSP2LPA1P3,45LSP Plastic Fork Style Photo Sensor,C,0.2
391543,4.0,1,140MTD9VC36,ALTA,D,0.2
4126,4.0,3,1585JM8CBJM1,RJ45 Ethernet Media,C,0.2
4097,4.0,2,1585DM4UBJM2,"Micro D-Code, QD Style Ethernet Media",C,0.2
13327,4.0,1,800HCAR6D2,30mm Momentary Push Button 800H PB,D,0.2
155041,4.0,1,3MM80610677652,IMCSN-3000 TUBO TERMOCONTRÁCTIL / LARGO: 1.20 M,D,0.2
7586,4.0,1,25BV2P5N104,PowerFlex 525 0.4kW (0.5Hp) AC Drive,D,0.2
7573,4.0,2,25BD1P4N114,PowerFlex 525 0.4kW (0.5Hp) AC Drive,C,0.2
13657,4.0,2,800TA3A,30mm Momentary Push Button 800T PB,C,0.2
13454,4.0,4,800HUR29,30mm Potentiometer 800H PB,C,0.2
4258,4.0,3,1606XLP15A,Power Supply XLP 15 W Power Supply,C,0.2
4294,4.0,1,1606XLSBATASSY1,1606 Power Supply,D,0.2
390407,4.0,1,440NZUPRECB,"440NZUPRECB   440A Interlock Switch Accessories, Large Rectangular Plastic Actuator for Series ""B""  Unique Coded Models",D,0.2
13636,4.0,2,800T4TZ,30mm Push Button Enclosure 800T PB,C,0.2
434285,4.0,2,ABHZCAS400HTLOWT50,,C,0.2
433461,4.0,1,2518425604,,D,0.2
433415,4.0,2,6GK1901-1BB12-2AA0,,C,0.2
13283,4.0,2,800H2HA4RW,800H 30 mm Push-Button Station,C,0.2
7600,4.0,2,25CD043N114,PowerFlex 527 22kW (30Hp) AC Drive,C,0.2
113358,4.0,4,ABPMA_25BD2P3N104,"PF 525, 480V, 3PH, 1HP, IP20",C,0.2
13366,4.0,1,800HHR2,30mm Selector Switch 800H PB,D,0.2
439588,4.0,4,FO-FLUKEII915,"CAMARA ACUSTICA CON LEAKQ, PDQ Y MECQ",C,0.2
439010,4.0,1,194EKA00P11PL11,,D,0.2
13706,4.0,2,800TCFXLE6A5S,30mm Push-Pull Device 800T PB,C,0.2
13810,4.0,3,800TFXMP16GA7,30mm Push-Pull Device 800T PB,C,0.2
13785,4.0,1,800TFX9A,30mm Push-Pull Device 800T PB,D,0.2
13873,4.0,1,800TFXQH2RA4,30mm Push-Pull Device 800T PB,D,0.2
438198,4.0,1,ABEPCSW,,D,0.2
2853,4.0,1,1492CJJ1210,"IEC Center Jumper, 10 PL 12mm, Screw",D,0.2
2841,4.0,1,1492CJ550,"IEC Center Jumper, 50 PL 5mm, Screw",D,0.2
2773,4.0,1,1492ACABLE025YF,Analog Cable Connection Products,D,0.2
13675,4.0,3,800TA9D1,30mm Momentary Push Button 800T PB,C,0.2
386957,4.0,4,DIAGNOSTICO_FLUKE,DAR DE ALTA,C,0.2
9678,4.0,2,440PMALS11B,Metal Safety Limit Switch,C,0.2
8981,4.0,2,42EFP2RCBA2,RightSight Photosensor,C,0.2
5119,4.0,1,1794TBN,Flex Terminal Base,D,0.2
5111,4.0,1,1794TB2,Flex Terminal Base,D,0.2
70312,4.0,2,5094CE30,5094 INTER-CONNECT CABLE 3 METER,C,0.2
70099,4.0,3,M61-R10010,BMP61 M611 R10000  SERIES PRINTER RIBBON,C,0.2
14080,4.0,1,800TN304R,30mm Replacement Color Cap 800T PB,D,0.2
442987,4.0,2,M6-174-593-SL,M6-174-593-SL,C,0.2
23971,4.0,1,EITYA2CN,"1 HOLE LUG LONG BRL 2 AWG 1/2"" BOLT ROHS MCA. BURNDY",D,0.2
37247,4.0,1,SKR1PC1F8,PowerFlex 750 Power Control Board Kit,D,0.2
384929,4.0,2,5921EFDC,FAVOR DE DAR DE ALTA,D,0.2
382210,4.0,3,2198C4015ERS,SERVO DRIVE KINETIX® 5300 ETHERNET / IP,C,0.2
9717,4.0,2,440RD23166,Guardmaster MSR125H Safety Relay,C,0.2
2699,4.0,2,1489M3C040,UL489 4 A Miniature Circuit Breaker,C,0.2
441307,4.0,1,1585JM8CBJM25,,D,0.2
13853,4.0,2,800TFXQ10RA,30mm Push-Pull Device 800T PB,C,0.2
13837,4.0,1,800TFXP16,30mm Push-Pull Device 800T PB,D,0.2
70838,4.0,2,700SEF620KDC,"MCS-EF CONTROL RELAY, 3 N.O.  1 N.C., 100-250V AC 50/60HZ / 100-250V DC",C,0.2
440549,4.0,1,TCG75-GLOVE-XL,,D,0.2
2743,4.0,1,149250X,115 A Power Distribution Block,D,0.2
379086,4.0,2,VPLB0753MCJ12AA,Kinetix VP Low Inertia Servo Motor,C,0.2
2658,4.0,2,1489M1D100,UL489 10 A Miniature Circuit Breaker,C,0.2
2654,4.0,2,1489M1D040,UL489 4 A Miniature Circuit Breaker,C,0.2
14055,4.0,1,800TN238,30mm Replacement Sel. Sw. Knob 800T PB,D,0.2
14129,4.0,1,800TN61KF4,30mm Selector Switch 800T PB,D,0.2
23488,4.0,2,E1PB,PB Enclosure,C,0.2
14039,4.0,2,800TN159G,30mm Replacement Color Cap 800T PB,C,0.2
14038,4.0,1,800TN159B,30mm Replacement Color Cap 800T PB,D,0.2
13996,4.0,3,800TJ41A,30mm Selector Switch 800T PB,C,0.2
9619,4.0,3,440NZ21SS2J,Guardmaster 440N Non Contact Switch,C,0.2
9609,4.0,3,440NZ21S26H,Guardmaster Non Contact Switch,C,0.2
159749,4.0,1,440NG02097,Guardmaster 440N Non Contact Switch,D,0.2
159729,4.0,1,440NA32114,MC2 Spare Actuator,D,0.2
159616,4.0,1,440LP4KL0800YD,GuardShield Type 4 Pair 30-800mm ILAS,D,0.2
159614,4.0,1,440LP4KL0320YD,GuardShield Type 4 Pair 30-320mm ILAS,D,0.2
37248,4.0,1,SKR1PINT2F8,PowerFlex 750 Power Layer Intrface Board,D,0.2
7525,4.0,4,25AD010N104,PowerFlex 523 4kW (5Hp) AC Drive,C,0.2
14229,4.0,2,800TQB10G,30mm Momentary Push Button 800T PB,C,0.2
14218,4.0,2,800TQAH2BD1,30mm Momentary Push Button 800T PB,C,0.2
14212,4.0,2,800TQA24R,30mm Momentary Push Button 800T PB,C,0.2
14208,4.0,2,800TQA24B,30mm Momentary Push Button 800T PB,C,0.2
22899,4.0,2,DAH2001A,"Electric Heater, 200 watt",C,0.2
22575,4.0,2,CSD20208,Wall-Mount Type 4/12 Enclosure,C,0.2
443297,4.0,2,M105SC23S,,C,0.2
2665,4.0,1,1489M2C005,UL489 0.5 A Miniature Circuit Breaker,D,0.2
444190,4.0,1,ABSOTTLEDHTWCCTSLOT3DB120-277VMUNV,,D,0.2
443983,4.0,2,M105SC09P,,C,0.2
443766,4.0,1,RSCD RSCD 440OR-60M/S771,,D,0.2
28605,4.0,1,HE2MC4PJSNG,"VIGILANT HIGH BAY, CIRCULAR, 26500 LUMENS, 212 WATTS, 100-277V AC, COOL WHITE, FLAT POLYCARBONATE LENS, WIRELESS CONTROLS",D,0.2
364483,4.0,1,T150116G152,AIR COND; T15-0116-G152,D,0.2
9586,4.0,3,440NS32017,Guardmaster 440N Non Contact Switch,C,0.2
9665,4.0,2,440PCMHS11E,Metal Safety Limit Switch,C,0.2
2623,4.0,1,1489AMCL312,MCB Bus Bar Accessory 3 phase,D,0.2
2548,4.0,1,1443CBLMS2IBC64S,Twisted Pair 2 Conductor Accel. Cable,D,0.2
14231,4.0,1,800TQB24,30mm Momentary Push Button 800T PB,D,0.2
47548,4.0,1,4019341554,30mm Contact Block 800S Pb,D,0.2
46965,4.0,2,442GMABLBURE0JP4679,PTL Right Ethernet Lock Module,C,0.2
167060,4.0,1,445LP4S3400YD,GUARDSHIELD SAFE4 PAIR PAC 3 BEAM,D,0.2
37229,4.0,1,SKG9FAN1F3,PowerFlex 700 Heat Sink Fan Kit,D,0.2
9572,4.0,1,440NG02098,Guardmaster 440N Non Contact Switch,D,0.2
9570,4.0,3,440NG02094,Guardmaster 440N Non Contact Switch,C,0.2
345285,4.0,1,R2HM7J.,CLZ-FP-52/20-R-60 Hz res,D,0.2
313645,4.0,1,PS-12120F2,BATERIA RECARGABLE  POWER-SONIC PS-12120 F2 (12V 12AH),D,0.2
308608,4.0,1,P7H1350017000,RBH-30-480-60Hz-7%,D,0.2
9484,4.0,2,440KMT55029,Guardmaster MT-GD2 Tongue Interlock,C,0.2
28614,4.0,1,HEGMC4KJSNG,"LED High Bay, 16 "", 144W",D,0.2
443673,4.0,1,HBBDD17108SBAEXB,apoyo alta,D,0.2
443503,4.0,2,2CQG201028R1011,,C,0.2
47766,4.0,1,2711TBRACKET,"MobileView Accessory, Hanging Bracket",D,0.2
47682,4.0,1,100SC09EJ32BC,9 A Safety Contactor,D,0.2
46596,4.0,1,700HK32A2434,24V 50/60Hz GP Slim Line Relay,D,0.2
67914,4.0,1,440AA17123,1/2 in. NPT Pilot Light Indicator,D,0.2
67852,4.0,4,FO-FLKTI480PRO9HZ,"Cámara Termográfica, 640 X 480, 9 Hz, Sr, México Pro",C,0.2
6325,4.0,3,2080OB4,Micro800 4 Point Source Output,C,0.2
14351,4.0,2,800TXA2,30mm Contact Block 2-NO 800T PB,C,0.2
21013,4.0,2,CCS2T20,Tubos Serie Compacta,C,0.2
22386,4.0,2,CP253512,"Carcasa HMI Tradicional, Tipo 4",C,0.2
302471,4.0,1,MPD02,Depth adjustment kit MP,D,0.2
301689,4.0,1,MPA06,Mounting panel brackets (6),D,0.2
301688,4.0,1,MPA04,MP brackets front fixing (4),D,0.2
169204,4.0,2,5069L380ERM,CompactLogix 8MB Enet Motion Controller,C,0.2
168108,4.0,1,500DOD93090,NEMA Three-Phase Contactor,D,0.2
6277,4.0,3,20750S,PowerFlex 750 SAFE Torque-Off Opt module,C,0.2
68842,4.0,2,PF1100,Plinth frntrear  100x1000 (2),C,0.2
7368,4.0,3,22FD6P0N103,PowerFlex 4M-2.2 kW (3 HP) AC Drive,C,0.2
7364,4.0,4,22FD2P5N103,PowerFlex 4M- 0.75 kW (1 HP) AC Drive,C,0.2
64656,4.0,1,2090CPBM7E716AF02,MP-Series 2m Length Pwr and Brake Cable,D,0.2
6359,4.0,3,2090CFBM4DFCDAF15,MP-Series 15m Feedback Cable,C,0.2
6353,4.0,4,2090CPWM7DF16AF05,"SPEEDTEC CABLE, MOTOR POWER ONLY, SPEEDTEC DIN CONNECTOR, DRIVE-END, FLYING-LEAD, 16 AWG, CONTINUOUS-FLEX, 5 METERS",C,0.2
6350,4.0,3,2085OW8,Micro800 8 Point Relay Output Module,C,0.2
5100,4.0,3,1794OB32P,Flex 32 Point Digital Output Module,C,0.2
9463,4.0,1,440KC21098,Guardmaster Cadet 3 Tongue Interlock,D,0.2
9498,4.0,3,440KT11202,Guardmaster Trojan 5 Tongue Interlock,C,0.2
4651,4.0,2,1756IF16H,ControlLogix 16 Pt A/I HART Module,C,0.2
4642,4.0,2,1756IA32,ControlLogix 32 Pt D/I 120V AC Module,C,0.2
448119,4.0,1,IE5340,alta ,D,0.2
448046,4.0,1,LSXBATREP1,,D,0.2
447226,4.0,1,BSDSP5/8X12,,D,0.2
446688,4.0,1,2CCG001494R0001,,D,0.2
445900,4.0,1,2CDG110256R0011,,D,0.2
60714,4.0,2,1734AENTRK,POINT I/O Dual Port Network Adaptor-K,C,0.2
60561,4.0,1,MPLB420PMK74AA,MP-Series MPL 480V AC Rotary Servo Motor,D,0.2
7259,4.0,1,2261010102R,PKG-SK ROTRON FAN 115V W/LEADS,D,0.2
20198,4.0,1,BR1207,30 ICA OEBR1207 BATTERY  12VDC 7AH 150MMX94MMX65MM  STEREN ELECTRONICS  BR1207  LPD BATERIA RECARGABLE BR-1207,D,0.2
20181,4.0,3,BP291,"Batería Li-Ion, Fluke 190-Serie Ii",C,0.2
2269,4.0,1,140GMTLC23,140G Circuit-Breaker Accessory Lug,D,0.2
2228,4.0,1,140GKEXS3,"140G Circuit-Breaker Accessory, Spreader",D,0.2
2218,4.0,3,140GK3F3D40,140G 400A K Frame Molded Case Ckt-Bkr,C,0.2
9441,4.0,2,440KA11112,GD2 Flat Actuator,C,0.2
293252,4.0,1,J20-18-7425J,"ETIQUETA DE POLIPROPILENO ""BLANCO"" DE 1"" DE ALO X 3"" DE ANCHO. ROLLO DE 1000 ETIQUETAS",D,0.2
35793,4.0,1,QOD2F,CENTRO DE CARGA,D,0.2
64887,4.0,1,2090CFBM7E7CEAF02,2 m Length SpeedTec Extension Cable,D,0.2
14533,4.0,1,802TA,Standard Limit Switch,D,0.2
14472,4.0,2,802MAX,Factory Sealed Limit Switch,C,0.2
449062,4.0,1,C1-HW15D12I3-E24-A-AAM,,D,0.2
448879,4.0,1,9702MOPXRTMDT41-Alig,"FactoryTalk Optix Runtime M (11 feature tokens)_x000D_
Perpetual",D,0.2
18185,4.0,3,ABS,"Operator Adapter, A-B 1494V",C,0.2
454238,4.0,1,BA62-4-427,"Etiquetas envolventes autolaminables de vinilo con adhesivo agresivo, a granel, para la impresora aplicadora A6200 - 1.5"" x 1""",D,0.2
454237,4.0,1,A6200-BULK-ADAPTER,Adaptador de rollo de etiquetas a granel para la impresora aplicadora A6200,D,0.2
6402,4.0,3,2090CFBM7DFCEAA15,MP-Series 15m Servo Feedback Cable,C,0.2
6384,4.0,1,2090CFBM7DDCEAF12,Kinetix 12m Flexible Cable,D,0.2
59951,4.0,1,440KT11147,Guardmaster Trojan 5 Tongue Interlock,D,0.2
282437,4.0,1,FLUKE116/62MAX+,Juego De Multímetro Fluke-116 Y Termómetro Infrarrojo,D,0.2
281543,4.0,1,FDOAJT70,AJT70 TIPO J DE 600V. MCA: FERRAZ SHAWMUT,D,0.2
177931,4.0,1,700HC24A23,240V 50/60Hz GP Ice Cube Relay,D,0.2
176891,4.0,1,66113-EST,TAPA FINAL 60x100,D,0.2
174455,4.0,1,55000700,CONECTOR ELW-11 90 GRADOS 16mm,D,0.2
14554,4.0,1,802TATPD,Metal Plug-In Oiltight Limit Switch,D,0.2
19542,4.0,3,AVK66,"Louver Kit, 6L x 6.00in",C,0.2
453796,4.0,1,CF25E26M020,"M12 DC Micro, 5 Poles, Male straight / Female straight 20M w/ 18AWG Super-Trex DC Cable #87015",D,0.2
2157,4.0,1,140GHRVM21R,125A H Frame Molded Case Ckt-Bkr,D,0.2
453007,4.0,1,A62-R4300,,D,0.2
49145,4.0,2,SKR9FAN14F6,PowerFlex 750 Heat Sink Fan Kit,C,0.2
525170,4.0,1,PF755AC-E-IP-30HP-RL-N12,,D,0.2
2069,4.0,3,140GGEA1A,140G Circuit-Breaker Accessory AX,C,0.2
18882,4.0,2,AKR2091P500,PowerFlex 70 Dynamic Brake Resistor Kit,C,0.2
245070,4.0,1,E1769L36ERM/A,INTERCAMBIO CompactLogix 3 MB Motion Controller,D,0.2
232415,4.0,1,D2000-48,Pinza c/diag a/p cabeza ang s2000 8,D,0.2
4715,4.0,2,1756OF4,ControlLogix 4 Point A/O I or V Module,C,0.2
9352,4.0,1,440FT3012,MatGuard External Corner Trim,D,0.2
9342,4.0,1,440FM2020CYNN,Safety Mats Guardmaster,D,0.2
59810,4.0,2,856TBA7P10C,Mounting Base 70 mm Stack Light,C,0.2
59756,4.0,1,89153,ELECTRICAL HAZARD SIGN,D,0.2
59576,4.0,1,CH260,INTERRUPTOR TERMOMAGNETICO.(F),D,0.2
14624,4.0,1,802TWS,Standard Limit Switch,D,0.2
477745,4.0,1,M7-191-593-BK,,D,0.2
477683,4.0,1,PFCR80R400W,POWEROHM BREAK RESISTOR FOR ALLEN BRADLEY  POWERFLEX DRIVES,D,0.2
2142,4.0,2,140GH6X3,140G 125A Molded Case Frame,C,0.2
6468,4.0,2,2090CPBM7DF16AF15,MP-Series 15m Cable,C,0.2
6465,4.0,3,2090CPBM7DF16AF05,MP-Series 5m Cable,C,0.2
6460,4.0,3,2090CPBM7DF16AA09,MP-Series 9m Standard Cable,C,0.2
1951,4.0,1,13541,"CART TAPE PMK BLU VINYL 4.0""",D,0.2
14902,4.0,2,836TT253J,Electro-Mech Pres Cntrl Sw,C,0.2
9329,4.0,1,440FM1520BYNN,Safety Mats Guardmaster,D,0.2
31220,4.0,2,LPJ-17-1-2SP,Fusible Clase J Doble Elemento Acción Retardada 600Vca/300Vcd,C,0.2
227332,4.0,1,CDSC603816SSR,Disconnect Type 4X Enclosure,D,0.2
223296,4.0,2,BAB2050,BAB2P  BRKR   50A,C,0.2
4772,4.0,3,1762IQ8,MicroLogix 8 Point Digital Input Module,C,0.2
9391,4.0,3,440GS36001,Guardmaster Spartan Guardlock Switch,C,0.2
9377,4.0,2,440GM3NBBDHAC,440G MT GUARDLOCK,C,0.2
