product_id,ventas_totales,clientes_unicos,code,desc,cls,avg_semanal
27661,90800.0,2,GCTHW10BC,General Cable Thw Ls 10 Awg Cab C Cn19 H 100 M,C,3783.3
29143,44800.0,1,SLY311,CABLE THW-LS CAL. 12 VERDE 100 MTS. MCA. INDIANA,D,1866.7
560448,34106.01,2,CSOS_DTIAUNIT,,C,1421.1
29136,34000.0,2,INDTHW10RC,CABLE THW-LS CAL. 10 ROJO 100 MTS. MCA. INDIANA,C,1416.7
29149,32000.0,1,INDTHW14VC,CABLE THW-LS CAL. 14 VERDE 100 MTS. MCA. INDIANA,D,1333.3
24021,28000.0,1,EK110303100,"THORQUETE TP2X ROJO 1/4""",D,1166.7
29904,24160.0,1,KBXDES14,CABLE DE CU DESNUDO CAL.14 MCA. KOBREX,D,1006.7
29903,24005.0,2,3900157,"CABLE DE CU DESNUDO CAL.12, MCA KOBREX.",C,1000.2
29133,23200.0,1,SLY304,CABLE THW-LS CAL. 10 NEGRO 100 MTS. MCA. INDIANA,D,966.7
29156,20000.0,1,SLY296,CABLE THW-LS CAL. 8 NEGRO 100 MTS. MCA. INDIANA,D,833.3
562201,20000.0,1,61723365,,D,833.3
29902,19288.0,1,3900153,"CABLE DE CUCABLE DE CU CUBIERTO NEGRO CAL.10, 600V",D,803.7
29919,17080.0,5,3000621,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL. 10 NEGRO ROLLO 100 MTS MCA. KOBREX,B,711.7
564780,15765.0,1,N00029,,D,656.9
421915,15300.0,1,3004241,,D,637.5
29926,15170.0,7,3000622,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL. 12 NEGRO ROLLO 100 MTS MCA. KOBREX,B,632.1
24022,12804.0,2,EK110404100,"THORQUETE TP2B-CAFE 16X40 5/16"" THORSMAN",C,533.5
29155,10400.0,1,SLY297,CABLE THW-LS CAL. 8 BLANCO 100 MTS. MCA. INDIANA,D,433.3
565794,10000.0,1,ER-KIB-CABLE-10-NEGR,,D,416.7
565796,10000.0,1,ER-KIB-CABLE-10-ROJO,,D,416.7
564773,9004.0,1,P00160,,D,375.2
24733,8800.0,1,EKMTF013,"MTS.POLIDUCTO MTF-013 1/2"" MACH",D,366.7
29930,8610.0,4,3000651,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL 12 VERDE ROLLO 100 MTS MCA. KOBREX,C,358.8
24092,7808.0,1,EK320900100,GRAPA SUJETH PLANO 5X8 C/CLAVO,D,325.3
27754,7400.0,4,GCTHW8BC,Cable Thw-Ls 600v Cal. 8 Blanco Mca. General Cable,C,308.3
564779,6293.0,1,N00030,,D,262.2
3123,6221.0,62,1492J4,4 square mm Feed-Through Terminal Block,A,259.2
24734,6060.0,2,EKMTF019,"POLIDUCTO MTF-019 3/4"" MACH",C,252.5
24018,5680.0,1,EK1038,PIJA FIJADORA 10 X 1  1/2,D,236.7
8627,5085.0,1,3MM80611454515,3M® Conector de resorte Rojo-Amarillo (500/granel),D,211.9
29148,4356.0,8,INDTHW14RC,CABLE THW-LS CAL. 14 ROJO 100 MTS. MCA. INDIANA,B,181.5
29145,4200.0,6,INDTHW14BC,CABLE THW-LS CAL. 14 BLANCO 100 MTS. MCA. INDIANA,B,175.0
41017,4050.0,2,VKNTHW12NQ,CABLE THW-LS CAL. 12 NEGRO  MCA. VIAKON,C,168.8
4511,4006.0000000000005,10,1734TOP3S,POINT I/O Terminal Base,B,166.9
41022,4000.0,1,SLYY96,CABLE THW-LS CAL. 12 VERDE  MCA. VIAKON,D,166.7
114739,4000.0,2,0036426,"ÖLFLEX SERVO 2YSLCY-JB 4G2,5",C,166.7
41013,4000.0,1,SLYY95,CABLE THW-LS CAL. 12 BLANCO  MCA. VIAKON,D,166.7
8819,3800.0,3,4160304,Multi-Standard SC 2.1 1X1 RD,C,158.3
8629,3760.0,1,3MM80611454556,B/G+ CONECTOR DE RESORTE AZUL-GRIS,D,156.7
442215,3680.0,1,3900032,,D,153.3
2953,3226.0000000000005,74,1492EAJ35,"IEC End Anchor, 8 x 56 x 47mm",A,134.4
27759,3100.0,2,GCTHW8RC,Cable Thw-Ls 600v Cal. 8 Rojo Mca. General Cable,C,129.2
56781,3000.0,1,DLO444/LAPP,POWER DLO CABLE 444CMIL 90°C,D,125.0
24145,2896.0,1,EK813,PIJA FIJADORA 8 X 1/2,D,120.7
51422,2800.0,3,S2116,SL 16 SKINTOP BK W/ NUT,C,116.7
1479,2770.0,5,1119204,ÖLFLEX CLASSIC 110 4G1,C,115.4
8628,2768.0,1,3MM80611454531,O/B+ Conector de resorte Azul-Naranja (500/granel),D,115.3
416711,2550.0,2,3005902,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL 14 VERDE ROLLO 100 MTS MCA. KOBREX,D,106.2
24999,2368.0,1,EKTC1200,"TAPA P/ CAJA CUADRADA  1/2 """,D,98.7
24278,2360.0,1,EKCORR12,MTS CORRUGADO 1/2 ROLLO C/GUIA,D,98.3
28499,2328.0,1,HCE90110,CONTACTO 2P+T - BLANCO,D,97.0
13254,2295.0,14,800FX01S,22mm Contact Block 800F PB,A,95.6
421911,2268.0,2,3000638,,C,94.5
3068,2224.0,4,1492HM1,TERM BLCK Multi-Rail MTD 1P 30A WHT,C,92.7
24961,2192.0,1,EKST1000,"SOBRE TAPA SENCILLA 1""",D,91.3
8655,2146.0,1,3MMME300040545,3M® Cinta de PVC Uso Básico General 18,D,89.4
28496,2120.0,2,HCE90101,APAGADOR SENCILLO - BLANCO,C,88.3
24314,2090.0,1,EKCU3424,"CAJA CUADRADA GALVANIZADA ENT. 3/4"" 4X4 S/TAP",D,87.1
13257,2056.0,135,800FX10,22 mm Contact Block 800F PB,A,85.7
24312,2008.0,1,EKCU1226,"CAJA CUADRADA GALVANIZADA ENT. 1/2"" 3X3 S/TAPA",D,83.7
24735,2000.0,1,EKMTF025,"MTS. POLIDUCTO MTF-025 1""",D,83.3
447331,2000.0,1,3001782,,D,83.3
40862,2000.0,1,VF144TI,"VF-Ti/T Rod to C-Purlin Clip, 1/4"" Hole, Threaded, 1/16""1/4"" Flange",D,83.3
24279,2000.0,1,EKCORR1T,"MTS. CORRUGADO 1"" TRAMO C/G",D,83.3
560895,2000.0,2,54113010,minimo compra 100pz,C,83.3
24387,1976.0,1,EKE5N3BN,PLACA C/CHASIS 3 MOD BLANCO MODUS,D,82.3
24997,1952.0,1,EKTC1000,"TAPA PARA CAJA CUADRADA 1""",D,81.3
24316,1896.0,1,EKCURP13,"CODO PVC PESADO 1/2""",D,79.0
24083,1840.0,1,EK310400100,GRAPA SUJET REDO 10-14 C/CLAVO,D,76.7
10841,1800.0,2,52003530,SKINDICHT SM PG 16 counter nut,C,75.0
418613,1760.0,2,3000646,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL 12 ROJO ROLLO 100 MTS MCA. KOBREX,C,73.3
24379,1712.0,1,EKE5N1BN,Placa blanco de resina con chasis 1 módulo,D,71.3
29146,1700.0,4,SLY312,CABLE THW-LS CAL. 14 NEGRO 100 MTS. MCA. INDIANA,C,70.8
421906,1700.0,1,3001770,,D,70.8
11236,1700.0,6,60067,TREX-ONICS CAT7a INDU ETHERNET IP 26/4PR SHLD CBL BLUE PU JKT,B,70.8
29941,1628.0,2,3900104,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL 500,C,67.8
24737,1600.0,1,EKMTF032T,"MTS. POLIDUCTO MTF-1 1/4"" TRAM",D,66.7
564782,1575.0,1,M00112,,D,65.6
12156,1537.0,110,700TBR24,Term Block Style 24V DC 1 Pole Relays,A,64.0
24946,1536.0,1,EKREGCT3,"CAJA REGISTRO 1/2"" C/TAPA PVC",D,64.0
3147,1520.0,26,1492JD3,2.5 mm Double Level Terminal Block,A,63.3
25000,1512.0,1,EKTC3400,"TAPA PARA CAJA CUADRADA 3/4 """,D,63.0
24383,1504.0,1,EKE5N2BN,PLACA C/CHASIS 2 MOD BLANCO MODUS,D,62.7
4462,1501.0,65,1734IB8,POINT I/O 8 Point Digital Input Module,A,62.5
442733,1500.0,1,3000640,,D,62.5
3154,1481.0,14,1492JD3FB,2.5 square mm Double Level Fuse Block,B,61.7
24361,1440.0,1,EKE2005BN,PULSADOR 1 MOD 10A 127V BLANCO,D,60.0
28553,1440.0,1,HCN1128BL,CONTACTO 2P+T C/ PROT. INF. BL,D,60.0
12737,1412.0,117,800FALP,22 mm Accessory 800F PB,A,58.8
442507,1400.0,2,3000686,,C,58.3
2635,1381.0,18,1489M1C040,UL489 4 A Miniature Circuit Breaker,A,57.5
1478,1380.0,5,1119203,ÖLFLEX CLASSIC 110 3G1,C,57.5
3643,1376.0,18,1492W4,IEC Term Blck 8x47.6x41mm Screw,A,57.3
13250,1369.0,121,800FX01,22mm Contact Block 800F PB,A,57.0
442218,1360.0,1,3900562,,D,56.7
24093,1360.0,1,EK321000100,GRAPA SUJET PLANO 6X10 C/CLAVO,D,56.7
442228,1350.0,1,3000629,,D,56.2
31572,1348.0,53,M21-750-499,Cartucho | Etiquetas de tela de nylon para paneles de conexiones y cables/alambres - Serie BMP21 Plus,A,56.2
3156,1334.0,11,1492JD3FB24,Double Level Fuse LED Terminal Block,B,55.6
24355,1328.0,1,EKE2001BN,Interruptor sencillo 1 mód. 10A 127V color blanco,D,55.3
24357,1282.0,1,EKE2003,APAG ESCALERA 1MOD 10A 127V MARFIL MODUS,D,53.4
24372,1280.0,1,EKE2082BN,TOMA TEL 4 HILOS 1 MOD BLANCO,D,53.3
24023,1280.0,1,EK110505100,TAQUETE PLASTICO 3/8 MCA. THORSMAN,D,53.3
24378,1276.0,1,EKE5N1,PLACA C/CHASIS 1 MOD MARFIL MODUS,D,53.2
24947,1272.0,1,EKREGCT4,"CAJA REGISTRO 3/4"" C/TAPA PVC",D,53.0
24377,1272.0,1,EKE5N0BNR,PLACA C/CHASIS CIEGA BLANCO,D,53.0
442231,1260.0,1,3900034,,D,52.5
24363,1256.0,1,EKE2015,CONT 2P 1 MOD 15AMP 127V MARFIL MODUS,D,52.3
3107,1224.0,17,1492J3,2.5 square mm Standard Terminal Block,A,51.0
28515,1224.0,2,HCE913BN2,PLACA  2 VENTANAS LEXAN® BLANCO,C,51.0
14346,1218.0,6,800TX646EM,30mm 800T EMERGENCY STOP Yel Ring Legend,B,50.8
561395,1215.0,2,OPCFOIE57Z12,,C,50.6
24365,1208.0,1,EKE2023,CONT 2P + T 1 MOD 15 AMP 127V MARFIL MODUS,D,50.3
45925,1207.0,2,1135403,"ÖLFLEX CLASSIC 110 CY 3G2,5",D,50.3
562371,1200.0,1,813502,,D,50.0
52997,1200.0,1,60066,INDUSTRIAL ETHERNET CAT 6A - SHIELDED HORIZONTAL CABLE,D,50.0
441054,1200.0,1,167023R108,Bajo pedido,D,50.0
14357,1185.0,14,800TXD1,30mm Contact Block 1-NO 800T PB,A,49.4
28564,1184.0,1,HCN1373BN,PLACA 3 MOD BLANCA CHASIS NEGRO,D,49.3
24390,1152.0,1,EKE6028BN,TOMA CORRIENTE DUPLEX POL. BCO,D,48.0
24364,1120.0,1,EKE2015BN,CONT 2P 1 MOD 15AMP 127V BLAN,D,46.7
12381,1120.0,1,78010-2,CANALETA 7x12 1 VIA TRAMO 2 METROS,D,46.7
27682,1100.0,4,GCTHW12RC,General Cable Thw Ls 12 Awg Cab C Cn19 H 100 M,C,45.8
421912,1100.0,1,3000625,,D,45.8
24266,1096.0,1,EKCONPC13,"CONECTOR PVC PESADO 1/2""",D,45.7
3008,1096.0,18,1492ERL35,"IEC End Retainer, 6 x 55.6 x 41.5mm",A,45.7
562673,1075.0,1,0012421,,D,44.8
13874,1073.0,15,800TFXQH2RA5,30mm Push-Pull Device 800T PB,A,44.7
24268,1072.0,1,EKCONPC25,"CONECTOR PVC PESADO DE 1""",D,44.7
28497,1064.0,1,HCE90103,APAGADOR ESCALERA - BLANCO,D,44.3
24535,1064.0,1,EKHEK20W65T2,ESPIRAL 20W T-2 E26 127V 6500º,D,44.3
46212,1062.0,1,301602S,UNITRONIC 300CY 16/2C GY 300V,D,44.2
24532,1056.0,1,EKHEK15W27T2,ESPIRAL 15W T2 E26 127V 2700ºK,D,44.0
4504,1037.0,21,1734TB,POINT I/O Terminal Base,A,43.2
24376,1032.0,1,EKE5N0BN,PLACA C/CHASIS CIEGA BLANCO MODUS MCA. BTICINO,D,43.0
24386,1017.0,1,EKE5N3,PLACA C/CHASIS 3 MOD MARFIL MODUS,D,42.4
28534,1016.0,1,HCE93101,APAGADOR SENCILLO - SILVER,D,42.3
1482,1000.0,3,1119207,ÖLFLEX CLASSIC 110 7G1,C,41.7
564948,1000.0,1,3001827,,D,41.7
44559,1000.0,1,1070A0107500,4 PR #16 PVC/NYL FS PVC BLACK,D,41.7
361049,1000.0,1,SR-5F-1A-BK,Fusible Subminiatura con Retardo de Tiempo 250Vca,D,41.7
61631,1000.0,1,INDTHW14RM,"CABLE THW-LS CAL. 14 ROJO 1,000 MTS. MCA. INDIANA",D,41.7
27760,1000.0,1,GCTHW8RQ,Cable Thw-Ls 600v Cal. 8 Rojo Mca. General Cable,D,41.7
29142,1000.0,2,INDTHW12RC,CABLE THW-LS CAL. 12 ROJO 100 MTS. MCA. INDIANA,C,41.7
61633,1000.0,1,INDTHW14VM,"CABLE THW-LS CAL. 14 VERDE 1,000 MTS. MCA. INDIANA",D,41.7
448204,1000.0,1,CR26,Cable Multiconductor EPR+CPE  3x2/0 AWG + 1-T 6 AWG,D,41.7
125658,1000.0,1,123076F,FIELDBUS TYPE A CABLES 1PR 18AWG,D,41.7
24382,994.0,1,EKE5N2,PLACA C/CHASIS 2 MOD MARFIL MODUS,D,41.4
24256,984.0,1,EKCHA026,"CHALUPA GALVANIZADA CAL. 26 ENT. 1/2""",D,41.0
24924,984.0,1,EKQZ5001,INTERRUPTOR SENCILLO 16AX 127-277V,D,41.0
24831,978.0,1,SD-QO120,QO  I.T.M. 1 X20 AMP SQD P-9,D,40.8
24360,960.0,1,EKE2005,PULSADOR 1 MOD 10A 127V MARFIL,D,40.0
24267,960.0,1,EKCONPC19,"CONECTOR PVC PESADO 3/4""",D,40.0
388239,948.0000000000001,21,140MTCAFA11,,A,39.5
24354,945.0,1,EKE2001,APAG SENC 1 MOD 10A 127V MARFIL MODUS,D,39.4
24533,928.0,1,EKHEK15W65T2,ESPIRAL 15W E26 127V 6500°K,D,38.7
24318,928.0,1,EKCURP25,"CODO PVC PESADO 1""",D,38.7
24392,928.0,1,EKE6028N,T.CORRIENTE POL. DUPLEX 2P+T MODUS,D,38.7
28513,920.0,1,HCE913BN0,PLACA  CIEGA LEXAN® BLANCO,D,38.3
3651,916.0,3,1492W4TWB,IEC Term Blck 8x47.6x41mm Screw,C,38.2
24538,912.0,1,EKHEK26W65T2,HEL-26W/65-T2 ESP 8000H 26W 12,D,38.0
4463,905.0,58,1734IB8S,8 Channel Sfty Sinking Inp Mod PN-25132,A,37.7
3653,903.0,5,1492W4TWW,IEC Term Blck 8x47.6x41mm Screw,B,37.6
55062,900.0,1,4510022K,"H05V-K EMBOSS 1X0,75 BU",D,37.5
28514,888.0,1,HCE913BN1,PLACA  1 VENTANA LEXAN® BLANCO,D,37.0
12872,881.0,7,800FMLF6,22mm Momentary Push Button 800F PB,B,36.7
28510,856.0,1,HCE913BK1,PLACA 1 VENTANA BLACK,D,35.7
23974,826.0,2,EITYA31,ZAPATA CANON LARGO 1 OJILLO CAL-350 1/2,D,34.4
3049,818.0,40,1492GM35,IEC Term Blck Group Marker Carrier,A,34.1
4486,812.0,42,1734OB8S,8 Channel Safety Sourcing Output Module,A,33.8
30672,808.0,1,LB-33,"Condulet Serie 3 de Aluminio Libre de Cobre forma LB-33 de 1"", Tapa de Aluminio",D,33.7
29130,800.0,1,SLY343,CABLE THW-LS CAL. 1/0 NEGRO MCA. INDIANA,D,33.3
10517,800.0,1,48062499,CABLE SOUTHWIRE TIPO TC 600V TYPE TC 3 CONDUCTORES CAL 2 AWG + TIERRA CAL 6 AWG 3X2+1X6G AWG 2-7 CU 3/C XHHW 1X#6 GW PVC JACKET TYPE TC POWER CABLE 600V XLP INS,D,33.3
294355,800.0,1,3000755,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL. 6 NEGRO ROLLO 100 MTS MCA. KOBREX,D,33.3
8825,800.0,2,4160344,Multi-Standard SC 2.1 1X1 WHBU,C,33.3
24366,800.0,1,EKE2023BN,CONT 2P + T 1 MOD15 A 127V BLA,D,33.3
24897,800.0,1,EKQZ4028IGN,TOMA CORRIENTE DUPLEX C/TIERRA,D,33.3
10339,800.0,3,4520021,"H07V-K 1X1,5 BU",C,33.3
24082,800.0,1,EK310300100,GRAPA SUJET REDO 7-10 C/CLAVO,D,33.3
3150,796.0000000000001,9,1492JD3C,2.5 mm Double Level Terminal Block,B,33.2
27134,792.0,1,FS14,Eslabón Fusible Mercury 60A/250V,D,33.0
24948,792.0,1,EKREGCT5,"CAJA REGISTRO 1"" PVC C/TAPA",D,33.0
24391,792.0,1,EKE6028BNR,TOMA CORR BCA DUPLEX 2P+T 15A 127V,D,33.0
23663,792.0,1,E90328,"CONTACTO DUPLEX ECONÓMICO 2P + T C/_x000D_
PLACA  BLANCA",D,33.0
4509,785.0,56,1734TOP,POINT I/O Terminal Base,A,32.7
28516,784.0,1,HCE913BN3,PLACA  3 VENTANAS LEXAN® BLANCO,D,32.7
24920,784.0,1,EKQZ4803M3BN,PLACA RESINA C/CHASIS BLANCO MÉRIDA 3 MÓD,D,32.7
24537,776.0,1,EKHEK23W65T2,ESPIRAL 23W T2 6500K 127V,D,32.3
27147,760.0,1,FS9,Eslabón Fusible Mercury 30A/250V,D,31.7
24565,760.0,1,EKJCD50,LAMPARA AMPOYETA DE 50W 127V,D,31.7
28560,760.0,1,HCN1371BN,PLACA 1 MOD BLANCA CHASIS NEGRO,D,31.7
27135,752.0,1,FS18,Eslabón Fusible Mercury 100A/250V,D,31.3
11937,750.0000000000001,39,700HLT1Z24,24V DC GP Terminal Block Relay,A,31.3
442230,745.0,2,3900033,,C,31.0
1492,738.0,6,1119303,"ÖLFLEX CLASSIC 110 3G1,5",B,30.8
432109,721.0,2,3900100,      ,C,30.0
20018,721.0,3,BK-GMA-2-R,Fusible 5 X 20 mm Tubo de Vidrio Acción Rápida 125Vca,C,30.0
24182,720.0,1,EK9900,MENSULA C/TORNILLO MODELO 9900 TORK,D,30.0
1516,720.0,6,1119503,ÖLFLEX CLASSIC 110 3G4,B,30.0
4449,711.0000000000001,30,1734AENT,POINT I/O Ethernet Network Adaptor,A,29.6
13011,705.0,37,800FN3W,22mm LED Module 800F PB,A,29.4
28548,704.0,1,HCN1101BL,APAGADOR SENCILLO BL HASTA AGOTAR EXISTENCIAS,D,29.3
21093,700.0,1,CDLTHW12RC,CABLE THW-LS CAL. 12 ROJO 100 MTS. MCA. CONDULAC,D,29.2
361467,700.0,1,ST66,C AL 600V XLPE AIA 3C+1N CAL. 6 MCA. VIAKON,D,29.2
378519,700.0,1,SLX591,CABLE THW-LS CAL. 10 ROJO  MCA. VIAKON,D,29.2
8663,684.0,1,3MMME900103271,3M Cinta de PVC Scotch® SUPER 33,D,28.5
24158,680.0,1,EK851,PIJA FIJADORA 8 X 2,D,28.3
24041,672.0,1,EK1EV1211,SOQUET SENCILLO ASTRO,D,28.0
60252,664.0,1,1492HM1B,TERM BLCK Multi-Rail MTD 1P 30A BLU,D,27.7
24962,664.0,1,EKST3400,"SOBRETAPA SENCILLA 3/4""",D,27.7
24317,656.0,1,EKCURP19,"CODO PVC PESADO 3/4""",D,27.3
11906,655.0,26,700HK36Z24,24V DC GP Slim Line Relay,A,27.3
10724,654.0,81,5069RTB18SCREW,Compact 5000 18 Screw RTB,A,27.2
24369,648.0,1,EKE2046BN,ZUMBADOR 1 MOD 127V BLANCO MO,D,27.0
15550,645.0,10,86312,#2 600V SUPER-TREX WELDING -,B,26.9
28526,640.0,1,HCE92110,CONTACTO 2P+T - NEGRO,D,26.7
24724,640.0,1,EKMR1613050W,MR16 50W 130V CLARO S/CUBIERTA,D,26.7
57996,630.0,1,0027537,"ÖLFLEX FD 855 P 20G0,5",D,26.2
24269,624.0,1,EKCONPC32,"CONECTOR PVC PESADO 1 1/4""",D,26.0
30669,608.0,1,LB-23,"Condulet Serie 3 de Aluminio Libre de Cobre forma LB-23 de 3/4"", Tapa de Aluminio",D,25.3
2961,604.0,37,1492EBJ3,"IEC End Barrier, 1.5 x 33.35 x 60mm",A,25.2
24019,600.0,1,EK1051,PIJA FIJADORA 10 X 2,D,25.0
25028,600.0,1,EKTUBP13,"TUBO PVC PESADO 1/2""",D,25.0
10312,600.0,2,4510143,H05V-K 1X1 DBU,C,25.0
28563,600.0,1,HCN1373BL,PLACA 3 MOD BLANCA CHASIS BLANCO HASTA AGOTAR EXISTENCIAS,D,25.0
27665,600.0,4,GCTHW10NC,General Cable Thw Ls 10 Awg Cab C Cn19 H 100 M,C,25.0
27668,600.0,3,GCTHW10RC,General Cable Thw Ls 10 Awg Cab C Cn19 H 100 M,C,25.0
28562,600.0,1,HCN1372BN,PLACA 2 MOD BLANCA CHASIS NEGRO,D,25.0
1496,596.0,5,1119307,"ÖLFLEX CLASSIC 110 7G1,5",B,24.8
24727,593.0,1,EKMR16SMDLED3W65,MR16 LED 3W GX5-3 127V 6500ºK 35000HRS,D,24.7
24927,592.0,3,EKQZ5028T,TOMA CORRIENTE SEGURIDAD PARA NIÑOS 2P+T 1,C,24.7
28556,584.0,1,HCN1328BL,CONTACTO DUPLEX 3M BL C/ PROTECCIÓN INFANTIL HASTA AGOTAR EXISTENCIAS,D,24.3
24270,584.0,1,EKCONPC38,"CONECTOR PVC PESADO 1 1/2""",D,24.3
416716,577.0,6,3000641,CABLE VINIKOB LS 105 THW-LS/THHW-LS 90°C 600 V CAL 12 BLANCO ROLLO 100 MTS MCA. KOBREX,B,24.0
24356,567.0,1,EKE2001PTL,APAG SENC 16AX 127-277V 1 MOD,D,23.6
3659,563.0,12,1492WFB424,IEC Term Blck 8x47.6x41mm Screw,A,23.5
24385,560.0,1,EKE5N2PTL,PLACA 2 MOD C/CHASIS BLANCO,D,23.3
1656,560.0,1,1136204,ÖLFLEX CLASSIC 115 CY 4G1,D,23.3
24375,552.0,1,EKE5N0,PLACA C/CHASIS CIEGA MARFIL,D,23.0
24319,552.0,1,EKCURP32,"CODO PVC PESADO 1 1/4""",D,23.0
3127,552.0,4,1492J4G,4 square mm Feed-Through Terminal Block,C,23.0
24929,552.0,1,EKQZ5115D,TOMA  CORRIENTE DUPLEX  SEGURIDAD PARA NIÑ,D,23.0
3175,550.0,4,1492JDG3FB24,Two Level Fuse LED Terminal Block with P,C,22.9
24918,544.0,1,EKQZ4803M3ATC,PLACA ALUM C/CHASIS PERLA 3 MÓ,D,22.7
556402,535.0,1,0027615,-,D,22.3
3644,531.0,7,1492W4B,IEC Term Blck 8x47.6x41mm Screw,B,22.1
31312,528.0,1,LR-33,"Condulet Serie 3 de Aluminio Libre de Cobre forma LR-33 de 1"", Tapa de Aluminio",D,22.0
3095,526.0,12,1492J10,"IEC Term Blck, 9.9 x 39.5 x 60mm, Screw",B,21.9
442744,520.0,1,3900101,,D,21.7
9616,519.0,8,440NZ21SS2H,Guardmaster 440N Non Contact Switch,B,21.6
31073,512.0,1,LL-33,"Condulet Serie 3 de Aluminio Libre de Cobre forma LL-33 de 1"", Tapa de Aluminio",D,21.3
28506,512.0,1,HCE90310,CONTACTO DUPLEX 2P+T 3 MOD - BLANCO,D,21.3
3649,511.0,8,1492W4RE,IEC Term Blck 8x47.6x41mm Screw,B,21.3
8867,506.0,2,4160901,Multi-Standard SC 2.1 1X16 BK,C,21.1
24829,502.0,2,EKQO115,QO  I.T.M. 1 X15 AMP SQD P-9,C,20.9
8824,500.0,3,4160326,Multi-Standard SC 2.1 1X1 BUWH,C,20.8
8874,500.0,1,4161100,Multi-Standard SC 2.1 1X35 GNYE,D,20.8
8817,500.0,2,4160302,Multi-Standard SC 2.1 1X1 BU,C,20.8
8828,500.0,2,4160402,"Multi-Standard SC 2.1 1X1,5 BU",D,20.8
7079,500.0,1,2170222,"UNITRONIC BUS PB FD P 1X2X0,64",D,20.8
442741,500.0,1,3900086,,D,20.8
7108,500.0,1,2170893,ETHERLINE Y FC Cat.5,D,20.8
8873,500.0,1,4161001,Multi-Standard SC 2.1 1X25 BK,D,20.8
8865,500.0,1,4160801,Multi-Standard SC 2.1 1X10 BK,D,20.8
8823,500.0,2,4160314,Multi-Standard SC 2.1 1X1 DBU,C,20.8
8872,500.0,1,4161000,Multi-Standard SC 2.1 1X25 GNYE,D,20.8
8852,500.0,1,4160604,Multi-Standard SC 2.1 1X4 RD,D,20.8
364544,500.0,1,T23EM65004FB,DRS 2X4+1X4 AWG CABL AL 1350DURO 500M CFE COMPRI,D,20.8
15551,500.0,7,86314,1/0 600V SUPER-TREX WELDING CABLE,B,20.8
174629,500.0,1,55699399,4-7 CU 4/C XHHW-2 1X#8 GW PVC JACKET TYPE TC POWER CABLE 600V XLP INS,D,20.8
1553,500.0,1,1120307,"ÖLFLEX CLASSIC 110 Black 0,6/1kV 3G1,5",D,20.8
175514,500.0,1,60063,Chem-Gard 200C CAT6 Shielded Blue Jacket,D,20.8
176463,500.0,1,62025,18/5 TREX ONICS 300V DC WITH           -SPECIAL COLOR COND,D,20.8
129,500.0,1,0027580,"ÖLFLEX FD 855 P 18G1,5",D,20.8
45926,500.0,1,1135605,ÖLFLEX CLASSIC 110 CY 5G6,D,20.8
563758,500.0,1,61802062,,D,20.8
8657,496.0,1,3MMME900100376,3M® Cinta de PVC Temflex® 1700 Negro,D,20.7
24358,496.0,1,EKE2003BN,APAG ESCALERA1 MOD 10A 127V BLANCO MODUS,D,20.7
12386,488.0,1,78022-2,CANALETA 10x22 1 VIA TRAMO 2 METROS,D,20.3
12736,483.0,31,800FALM,22mm Accessory 800F PB,A,20.1
3064,482.0,18,1492H5,4 square mm Fuse Terminal Block,A,20.1
28559,480.0,1,HCN1371BL,PLACA 1 MOD BLANCA CHASIS BLANCO HASTA AGOTAR EXISTENCIAS,D,20.0
24388,480.0,1,EKE5N3BNR,PLACA C/CHASIS 3 MOD BLANCO,D,20.0
2855,480.0,24,1492CJJ510,"10 PL 5mm, Screw IEC Center Jumper",A,20.0
37971,480.0,1,T-13,"Condulet Serie 3 de Aluminio Libre de Cobre forma T-13 de 1/2"", Tapa de Aluminio",D,20.0
16105,479.0,6,88815/TPC,14/16 SUPER-TREX REDUCED DIAMETER P&R CABLE,B,20.0
2971,472.00000000000006,5,1492EBJD4,"IEC End Barrier, 1.5 x 53.9 x 60mm",B,19.7
31309,472.0,1,LR-23,"Condulet Serie 3 de Aluminio Libre de Cobre forma LR-23 de 3/4"", Tapa de Aluminio",D,19.7
11990,472.0,40,700HPS2Z24,24V  DPDT PCB Style 2 Pole Safety Relay,A,19.7
3174,472.0,3,1492JDG3FB120,Two Level Fuse LED Terminal Block w/PE,C,19.7
24907,472.0,1,EKQZ4803M1BN,PLACA RESINA C/CHASIS BLANCO MÉRIDA 1 MÓD,D,19.7
3173,462.0,5,1492JDG3FB,2.5 square mm Double Level Fuse Block,B,19.2
12860,458.00000000000006,14,800FMLF3,22mm Momentary Push Button 800F PB,B,19.1
25101,456.0,1,EKYD220N,LUM. EMP. FIJO NGO 55MM,D,19.0
37982,456.0,1,T-33,"Condulet Serie 3 de Aluminio Libre de Cobre forma T-33 de 1"", Tapa de Aluminio",D,19.0
